kinittxn,kpol,ktrans,kfold,kobsminus,kobsplus,RNAthalf,Proteinthalf,EC,gamma_rel
0.15783996669907482,207.64402959059584,51.776331281602452,1.947348395654636,7.9982186714963353e-08,1.599252405294687e-05,52909.970521390263,132939.1534559023,0.31988775515488077,3.1835233194555701
0.16510550109155492,216.48864406790358,55.008849895676256,1.8052753737874847,8.0602072808154008e-08,1.478848654349387e-05,58879.344628321625,131444.70191207444,0.35823607763432352,3.1732308119264219
0.17722109288018933,234.3224515734276,51.988048733754106,2.0431092964636193,8.4111407792519811e-08,1.5876723500822565e-05,52363.600606353313,130905.03499189923,0.31519703619055839,3.1638603962845786
0.14620572431507137,224.90393371027133,47.598161697090539,2.0985115131946168,7.9339067273064336e-08,1.5075070783106575e-05,58968.63318212107,120315.57038060784,0.37466952604781306,3.1845878808038264
0.16227322957528684,205.72584126547247,46.884435336710901,2.1066958121360986,8.4351107254701275e-08,1.5545221823065725e-05,55835.154063902919,139706.84082844321,0.31727782335266019,3.2051281035679886
0.16044609220603831,225.631249914553,52.267919522623394,1.8641621712623682,8.8376226542730428e-08,1.4423046982257319e-05,54348.98571579979,140117.94157640621,0.32695368063881858,3.0787602480841705
0.1747206199008739,219.12788529812519,53.276928988061051,2.1117315157357188,8.6159656429618944e-08,1.5657694397767178e-05,61940.864539109374,128544.89437242557,0.35515804217431191,3.286651243580156
0.15678126961024816,196.07843180364148,48.902309464431092,1.9840920339270853,9.1767753067428953e-08,1.7110067014388251e-05,61508.978850726358,119441.84393332186,0.32468576071323735,3.3985999516847158
0.15109378726457001,234.80876324216982,50.35535706846904,1.8153024129815463,7.8353080815727204e-08,1.6336824770583712e-05,56739.863224305576,114954.31462468386,0.3448278841295086,3.2622817922358656
0.16529760525776488,208.02951911489487,50.382846442827756,1.9233388431850833,8.4949698647593103e-08,1.6858804824462019e-05,55995.112886597686,117016.39316162866,0.37920535049245574,3.2479328919779773
0.15016255219458136,195.49691940521512,49.483911873224557,2.0346546301064152,7.7518617224626025e-08,1.547725999355129e-05,54384.043697296322,137689.16553175158,0.35715309750746149,3.146086699064027
0.14778841659721775,228.17132709842065,49.363055234899164,1.985566754459702,9.0930719131267232e-08,1.5816231459332643e-05,58414.773325622191,118243.93417430768,0.35938234646123296,3.228354410852734
0.17679528832490471,233.50123886292005,53.97811759705781,1.9170654857940637,7.8177527624665866e-08,1.6233037077582644e-05,52616.669710171176,139291.99081674751,0.36232237258295275,3.1605822990968035
