kinittxn,kpol,ktrans,kfold,kobsminus,kobsplus,RNAthalf,Proteinthalf,EC,gamma_rel
0.16732744066720795,193.93435863490353,54.399682779985291,1.9673175759414336,8.2036407219105389e-08,1.7234679477590276e-05,59898.268493101234,128897.53298561904,0.33643896911814219,3.3825437698279304
0.17786665521734285,209.0710510022478,54.427031752236395,1.8496875587818455,9.2235684816416662e-08,1.6174898283125968e-05,62526.081100548676,98678.170850085968,0.37358468270284512,3.3100081497074343
0.16442799118674631,204.92502061598313,48.536121341789155,1.8792988313924954,9.2378457078051993e-08,1.5029993056376855e-05,53490.228686478731,117308.95570320652,0.32872712448813335,3.1032792316816127
0.1702580133542094,224.11585160690487,55.890082532521703,1.973514933200335,8.7874231408913904e-08,1.635697105146724e-05,60088.504042564724,149820.28070628367,0.3796927061889338,3.2826886096754029
0.15617394462448186,233.0068815070492,52.922797111309208,1.8477915888653169,9.1612267102586942e-08,1.7003830068704364e-05,60669.662883780067,67838.532778393754,0.35811771711689511,3.3497204104629748
0.16061116675065906,206.91181664458938,49.065821696175924,1.9465392572199629,8.616435204893076e-08,1.6998473797622676e-05,61291.193225594958,89871.250554765837,0.35965978630034517,3.3655775867690432
0.14807866821709204,231.8631267402931,50.406905947338529,2.0432011880403751,7.7800798294593379e-08,1.4695758051304063e-05,54953.640944970968,148752.02013174631,0.31493021016522749,3.1335049399977239
0.1694157137507393,219.54739444315226,48.178924831677186,2.0388201817572198,8.1716047798901478e-08,1.6264606555467981e-05,62350.358866739116,180235.54061331647,0.36527651851276899,3.3341522288809218
0.1464906570644654,193.09912337738393,51.07596652986841,1.7857098974608372,7.6594155266373833e-08,1.5029707694223991e-05,59857.072910226911,189316.19501002639,0.37991477425738018,3.1958144033921978
0.16675898041168119,234.80032783858343,53.865633956609472,2.1114457099879558,8.6960319315019161e-08,1.4524277679910809e-05,59285.70615760918,74800.7742852339,0.31510318176432789,3.1888166394034072
0.15975799880316907,219.97933400805775,47.90844416863375,1.8670422932112614,7.9943476241238487e-08,1.4181667679312866e-05,62467.766047055025,181081.2659707462,0.35485348106859543,3.1907355981004053
0.15827850237241572,211.14384516643736,47.875758905502401,2.1180949502834627,8.7460665129140199e-08,1.6849617365235123e-05,52504.787667016484,139609.77290877071,0.36027323609516021,3.1928119221064573
0.17722449317123226,226.63000946884088,53.0066053013241,1.8353421842049409,8.9787467771507792e-08,1.4712481547492776e-05,52436.854297236045,173367.79087954096,0.32713335610166605,3.0623536190795222
0.16330782030349941,215.24793117695117,55.029072275419296,1.9984325814734643,7.8041406553284364e-08,1.4606955939159227e-05,58650.101711284107,100689.44541314119,0.31855106228901214,3.1917945369932803
0.1502649864836075,201.94876120940359,50.248146499466912,1.9063287295316726,8.998699044984599e-08,1.6933716958552252e-05,57901.039532865419,163921.81647707478,0.37561775963527788,3.284729737251026
0.14695104866951825,233.35669131540493,51.603328286035975,2.0530165199000701,9.2735665154069384e-08,1.7145103109125011e-05,54593.948479614155,66398.475507091862,0.33689089716432108,3.2672742066970635
0.15738107005854049,231.01463435745492,55.445083131014258,1.7802083048751129,9.2043220227438117e-08,1.4711907167017646e-05,58014.426869117888,187738.82103564375,0.36056571085250522,3.1366122705989246
0.1674832347035643,225.28254354232752,49.373209631481863,1.9039945628432782,8.6733365695697568e-08,1.566477773829099e-05,61729.914710984936,125787.92868578399,0.36853708562432075,3.2717939963645959
0.14857633463616685,222.68642784854057,52.227942377364165,1.7909837993573974,8.5345468085474774e-08,1.6758136109043647e-05,61627.996476603868,165167.89994785891,0.37079810134873875,3.3468415749933422
